sentiment,raw_positiveScore,raw_neutralScore,raw_negativeScore,Sum,pos,neutral,neg
pos,0.8405897343822799,0.14575183938630662,0.1594102656177201,1.1457518393863066,0.7336577655703532,0.12721065275738502,0.13913158167226178
pos,0.8298939988775323,0.1369756392194144,0.17010600112246765,1.1369756392194144,0.7299136149014525,0.12047367990527434,0.14961270519327324
neg,0.30361543971316285,0.29829464902819763,0.6963845602868372,1.2982946490281977,0.23385711397672765,0.22975882189106903,0.5363840641322033
neutral,0.5982574620822574,0.6630036438356537,0.4017425379177426,1.6630036438356537,0.3597451300241289,0.3986784071660008,0.24157646280987033
neg,0.2839506299341117,0.13838877286733384,0.7160493700658883,1.1383887728673339,0.24943203649040455,0.121565475842462,0.6290024876671334
neg,0.40055155363288397,0.15502306177284417,0.599448446367116,1.155023061772844,0.3467909575918577,0.1342164212157802,0.5189926211923622
neutral,0.7741347405126439,0.8406253109199177,0.22586525948735614,1.8406253109199175,0.4205824704897395,0.45670637360723104,0.1227111559030295
neutral,0.3668870861137482,0.8678238992695672,0.6331129138862518,1.8678238992695673,0.19642488044896705,0.4646176224690877,0.33895749708194517
neutral,0.763590758929076,0.8235206438282351,0.23640924107092398,1.8235206438282352,0.41874533283375415,0.4516102664455527,0.12964440072069308
neg,0.49911666935717713,0.425431530881152,0.5008833306428229,1.425431530881152,0.3501512759779073,0.29845806106040396,0.3513906629616887
pos,0.7272569189469985,0.38069831375221524,0.2727430810530015,1.380698313752215,0.5267312284684332,0.2757288177731031,0.19753995375846378
pos,0.850976410581949,0.18563032354515696,0.14902358941805105,1.185630323545157,0.7177417730321215,0.1565667812797695,0.12569144568810886
